movie_id,movie_name,genre,release_date,rating,box_office,imdb_rating,budget,multigenre,multilanguage,multicompany,multicountry,Country,Year,runtime,Nominations,Wins
17917,Oliver!,"Drama, Family, Music",1968-09-26,7.0,,,10000000.0,yes,no,yes,no,,,,,
3116,Midnight Cowboy,Drama,1969-05-25,7.4,,,3600000.0,no,yes,yes,no,,,,,
1051,The French Connection,"Action, Crime, Thriller",1971-10-09,7.4,,,1800000.0,yes,yes,yes,no,,,,,
1366,Rocky,Drama,1976-11-21,7.5,,,1000000.0,no,no,no,no,,,,,
12102,Kramer vs. Kramer,Drama,1979-12-18,7.4,,,8000000.0,no,no,no,no,,,,,
9443,Chariots of Fire,"Drama, History",1981-05-15,6.9,,,5500000.0,yes,yes,yes,no,,,,,
606,Out of Africa,Drama,1985-12-20,7.0,225526205.0,,31000000.0,no,yes,yes,no,,,,,
746,The Last Emperor,"Drama, History",1987-10-21,7.4,43985340.0,,23000000.0,yes,yes,yes,yes,,,,,
380,Rain Man,Drama,1988-12-11,7.6,172835580.0,,25000000.0,no,yes,yes,no,,,,,
403,Driving Miss Daisy,"Comedy, Drama",1989-12-13,7.0,,,7500000.0,yes,yes,yes,no,,,,,
13820,Repo Man,"Comedy, Crime, Science Fiction, Thriller",1984-02-20,6.7,,,1500000.0,yes,no,no,no,,,,,
13597,Labyrinth,"Adventure, Family, Fantasy",1986-06-27,7.1,12921386.0,,25000000.0,yes,no,yes,yes,,,,,
2108,The Breakfast Club,"Comedy, Drama",1985-02-15,7.8,45876558.0,,1000000.0,yes,no,yes,no,,,,,
10072,A Nightmare on Elm Street 3: Dream Warriors,"Horror, Thriller",1987-02-27,6.5,,,5000000.0,yes,no,yes,no,,,,,
10131,A Nightmare on Elm Street 4: The Dream Master,"Horror, Thriller",1988-08-19,5.8,,,7000000.0,yes,no,no,no,,,,,
4488,Friday the 13th,Horror,1980-05-09,6.4,91509154.0,,550000.0,no,no,yes,no,,,,,
9728,Friday the 13th Part III,"Horror, Thriller",1982-08-13,5.7,,,4000000.0,yes,no,yes,no,,,,,
9730,Friday the 13th: The Final Chapter,"Horror, Thriller",1984-04-13,5.9,32982894.0,,2600000.0,yes,yes,yes,no,,,,,
9731,Friday the 13th: A New Beginning,"Horror, Thriller",1985-03-22,5.1,,,2200000.0,yes,no,yes,no,,,,,
10283,Friday the 13th Part VIII: Jason Takes Manhattan,"Horror, Thriller",1989-07-28,4.8,,,5000000.0,yes,no,yes,no,,,,,
948,Halloween,"Horror, Thriller",1978-10-25,7.4,255485178.0,,300000.0,yes,no,yes,no,,,,,
11281,Halloween II,"Horror, Thriller",1981-10-30,6.4,39421467.0,,2500000.0,yes,no,no,no,,,,,
10676,Halloween III: Season of the Witch,"Horror, Mystery, Science Fiction",1982-10-22,5.0,,,2500000.0,yes,no,no,no,,,,,
11361,Halloween 5: The Revenge of Michael Myers,"Horror, Thriller",1989-10-12,5.3,,,5000000.0,yes,no,no,no,,,,,
36599,Prom Night,"Horror, Mystery, Thriller",1980-07-18,6.0,57197876.0,,1000000.0,yes,no,yes,no,,,,,
11187,Child's Play 3,"Thriller, Horror, Action",1991-08-30,5.5,,,13000000.0,yes,yes,no,yes,,,,,
609,Poltergeist,Horror,1982-06-04,7.1,95437994.0,,10700000.0,no,no,yes,no,,,,,
11133,Poltergeist II: The Other Side,"Horror, Thriller",1986-05-23,5.8,40998097.0,,19000000.0,yes,no,no,no,,,,,
10306,Poltergeist III,"Horror, Thriller",1988-06-10,4.6,,,10500000.0,yes,no,no,no,,,,,
9552,The Exorcist,"Drama, Horror, Thriller",1973-12-26,7.5,,,8000000.0,yes,yes,yes,no,,,,,
11586,Exorcist II: The Heretic,"Horror, Thriller, Fantasy",1977-06-17,4.5,,,14000000.0,yes,yes,no,no,,,,,
941,Lethal Weapon,"Adventure, Action, Comedy, Thriller, Crime",1987-03-06,7.0,65207187.0,,15000000.0,yes,no,yes,no,,,,,
942,Lethal Weapon 2,"Action, Adventure, Comedy, Crime, Thriller",1989-07-07,6.7,,,25000000.0,yes,yes,yes,no,,,,,
943,Lethal Weapon 3,"Adventure, Action, Comedy, Thriller, Crime",1992-05-15,6.4,,,35000000.0,yes,no,yes,no,,,,,
927,Gremlins,"Fantasy, Horror, Comedy",1984-06-07,6.9,148171538.0,,11000000.0,yes,yes,yes,no,,,,,
928,Gremlins 2: The New Batch,"Comedy, Horror, Fantasy",1990-06-15,6.3,,,50000000.0,yes,no,yes,no,,,,,
9340,The Goonies,"Adventure, Comedy, Family",1985-06-06,7.4,61414121.0,,19000000.0,yes,yes,yes,no,,,,,
9342,The Mask of Zorro,"Action, Adventure",1998-07-16,6.3,250288523.0,,95000000.0,yes,no,yes,no,,,,,
19,Metropolis,"Drama, Science Fiction",1927-01-10,8.0,,,92620000.0,yes,no,yes,no,,,,,
165,Back to the Future Part II,"Adventure, Comedy, Family, Science Fiction",1989-11-20,7.4,118550294.0,,40000000.0,yes,no,yes,no,,,,,
196,Back to the Future Part III,"Adventure, Comedy, Family, Science Fiction",1990-05-25,7.1,,,40000000.0,yes,no,yes,no,,,,,
551,The Poseidon Adventure,"Action, Adventure",1972-12-01,7.3,,,5000000.0,yes,no,yes,no,,,,,
859,Dangerous Liaisons,"Drama, Romance",1988-12-16,7.1,,,14000000.0,yes,no,yes,yes,,,,,
841,Dune,"Action, Science Fiction, Adventure",1984-12-14,6.5,30928421.0,,40000000.0,yes,yes,no,no,,,,,
11051,The Last Temptation of Christ,Drama,1988-08-12,7.0,,,7000000.0,no,no,yes,yes,,,,,
242,The Godfather: Part III,"Crime, Drama, Thriller",1990-12-24,7.1,,,54000000.0,yes,yes,no,yes,,,,,
1411,The Rapture,"Mystery, Drama",1991-10-04,6.4,,,1227401.0,yes,no,no,no,,,,,
9769,Lolita,"Drama, Romance",1997-09-27,7.0,,,62000000.0,yes,no,yes,yes,,,,,
857,Saving Private Ryan,"Drama, History, War",1998-07-24,7.9,481840909.0,,70000000.0,yes,yes,yes,no,,,,,
9570,The Black Hole,"Adventure, Family, Science Fiction, Action",1979-12-18,6.1,,,20000000.0,yes,no,no,no,,,,,
10439,Hocus Pocus,"Comedy, Family, Fantasy",1993-07-16,6.5,39524070.0,,28000000.0,yes,no,no,no,,,,,
9354,"Honey, I Shrunk the Kids","Adventure, Comedy, Family, Science Fiction",1989-06-22,6.1,,,32000000.0,yes,no,no,no,,,,,
9631,The Negotiator,"Action, Adventure, Crime, Drama, Mystery, Thriller",1998-07-29,6.8,,,50000000.0,yes,no,yes,yes,,,,,
1779,Roger & Me,"Documentary, History",1989-09-01,7.4,,,160000.0,yes,no,yes,no,,,,,
11974,The 'Burbs,"Comedy, Horror, Thriller",1989-02-17,6.6,36602268.0,,18000000.0,yes,no,no,no,,,,,
793,Blue Velvet,"Crime, Drama, Mystery, Thriller",1986-08-01,7.7,8553817.0,,6000000.0,yes,no,no,no,,,,,
10414,The Mighty Ducks,"Comedy, Family",1992-10-01,6.4,50753220.0,,10000000.0,yes,no,no,no,,,,,
13155,Return to Oz,"Adventure, Family, Fantasy",1985-06-21,6.6,,,25000000.0,yes,no,yes,yes,,,,,
10249,The Rocketeer,"Action, Adventure, Science Fiction, Family",1991-06-21,6.3,,,42000000.0,yes,no,no,no,,,,,
24808,Something Wicked This Way Comes,"Fantasy, Mystery, Thriller",1983-04-29,6.6,,,19000000.0,yes,no,yes,no,,,,,
2619,Splash,"Comedy, Fantasy, Romance",1984-03-09,6.1,,,8000000.0,yes,yes,no,no,,,,,
97,Tron,"Science Fiction, Action, Adventure",1982-07-09,6.6,33001374.0,,17000000.0,yes,no,yes,no,,,,,
227,The Outsiders,"Crime, Drama",1983-03-25,6.9,,,10000000.0,yes,no,yes,no,,,,,
87,Indiana Jones and the Temple of Doom,"Adventure, Action",1984-05-23,7.1,179877399.0,,28000000.0,yes,yes,yes,no,,,,,
123,The Lord of the Rings,"Fantasy, Drama, Animation, Adventure",1978-11-15,6.1,30474857.0,,4000000.0,yes,no,yes,no,,,,,
11336,The Dead Zone,"Horror, Science Fiction, Thriller",1983-10-21,6.9,,,10000000.0,yes,yes,yes,no,,,,,
9980,Maximum Overdrive,"Action, Drama, Horror, Science Fiction",1986-07-25,5.5,,,10000000.0,yes,no,no,no,,,,,
10489,Cujo,"Horror, Thriller",1983-08-10,5.7,,,5000000.0,yes,yes,yes,no,,,,,
10823,Children of the Corn,"Drama, Fantasy, Horror, Thriller",1984-03-09,5.6,,,800000.0,yes,yes,yes,no,,,,,
2907,The Addams Family,"Horror, Comedy, Fantasy",1991-11-22,6.7,203044905.0,,30000000.0,yes,no,yes,no,,,,,
8688,Snake Eyes,"Crime, Mystery",1998-08-07,5.8,103891409.0,,73000000.0,yes,yes,yes,yes,,,,,
23954,Atlantic City,"Crime, Drama, Romance",1980-09-02,6.7,,,7200000.0,yes,yes,yes,yes,,,,,
396,Who's Afraid of Virginia Woolf?,Drama,1966-06-21,7.8,,,7500000.0,no,yes,no,no,,,,,
16081,Doctor Dolittle,"Adventure, Fantasy, Comedy, Family, Music, Romance",1967-12-19,6.0,294456605.0,,18000000.0,yes,yes,yes,no,,,,,
11639,The Dark Crystal,Fantasy,1982-12-17,7.3,43569899.0,,15000000.0,no,yes,yes,yes,,,,,
11976,Legend,"Adventure, Fantasy",1985-07-19,6.2,42972994.0,,25000000.0,yes,yes,yes,yes,,,,,
15144,Sixteen Candles,"Comedy, Romance",1984-05-04,6.9,,,6500000.0,yes,no,no,no,,,,,
8393,The Gods Must Be Crazy,"Action, Comedy",1980-09-10,7.1,,,5000000.0,yes,yes,yes,yes,,,,,
33644,How Stella Got Her Groove Back,"Comedy, Drama, Romance",1998-08-14,6.0,39278722.0,,20000000.0,yes,no,no,no,,,,,
805,Rosemary's Baby,"Horror, Drama, Mystery",1968-06-12,7.5,,,3200000.0,yes,no,yes,no,,,,,
34584,The Neverending Story,"Drama, Family, Fantasy, Adventure",1984-04-05,7.0,,,27000000.0,yes,no,yes,yes,,,,,
77469,Your Friends & Neighbors,"Drama, Comedy",1998-02-04,5.9,,,5000000.0,yes,no,yes,no,,,,,
36647,Blade,"Horror, Action",1998-08-21,6.5,131183530.0,,45000000.0,yes,yes,yes,no,,,,,
4011,Beetlejuice,"Fantasy, Comedy",1988-02-29,7.1,73719756.0,,15000000.0,yes,no,yes,no,,,,,
5854,Family Plot,"Comedy, Crime, Thriller",1976-04-09,6.7,,,2000000.0,yes,no,no,no,,,,,
573,Frenzy,"Crime, Drama, Mystery, Thriller",1972-05-25,7.2,,,3500000.0,yes,no,no,no,,,,,
2370,Topaz,"Action, Drama, Mystery, Thriller",1969-12-18,6.1,,,4000000.0,yes,yes,no,no,,,,,
5780,Torn Curtain,"Mystery, Thriller",1966-07-13,6.4,,,3000000.0,yes,yes,no,no,,,,,
506,Marnie,"Crime, Drama, Mystery, Thriller",1964-07-09,7.2,,,2135161.0,yes,yes,no,no,,,,,
22527,The Wrong Man,"Crime, Drama, Mystery",1956-12-22,6.9,,,1200000.0,yes,yes,no,no,,,,,
574,The Man Who Knew Too Much,"Adventure, Crime, Drama, Mystery, Thriller",1956-06-01,7.3,,,2500000.0,yes,yes,no,no,,,,,
11219,The Trouble with Harry,"Comedy, Mystery, Thriller",1955-10-03,6.9,,,1200000.0,yes,no,yes,no,,,,,
845,Strangers on a Train,"Crime, Drama, Thriller",1951-06-18,7.6,,,1200000.0,yes,yes,no,no,,,,,
3682,54,"Music, Drama",1998-08-28,5.5,,,13000000.0,yes,no,yes,no,,,,,
847,Willow,"Adventure, Drama, Action",1988-05-01,6.9,,,35000000.0,yes,no,yes,no,,,,,
117,The Untouchables,"Crime, Drama, History, Thriller",1987-06-02,7.6,,,25000000.0,yes,no,no,no,,,,,
11462,Suspicion,"Mystery, Thriller",1941-11-14,7.1,,,1103000.0,yes,no,no,no,,,,,
10220,Rounders,"Drama, Crime",1998-09-11,6.9,,,12000000.0,yes,yes,yes,no,,,,,
431,Cube,"Thriller, Science Fiction, Mystery",1997-09-09,6.9,,,250000.0,yes,yes,yes,no,,,,,
22796,Simon Birch,"Comedy, Drama, Family",1998-09-11,6.5,,,20000000.0,yes,no,yes,no,,,,,
22256,Without Limits,Drama,1998-09-11,6.4,,,25000000.0,no,no,yes,no,,,,,
12626,Broadcast News,"Comedy, Drama, Romance",1987-12-16,6.8,51249461.0,,20000000.0,yes,no,yes,no,,,,,
3525,Working Girl,"Comedy, Drama, Romance",1988-12-20,6.5,,,28000000.0,yes,yes,no,no,,,,,
2321,Married to the Mob,"Comedy, Crime, Romance",1988-08-19,5.8,,,10000000.0,yes,no,yes,no,,,,,
11933,Nothing but Trouble,"Comedy, Adventure",1991-02-14,5.0,,,40000000.0,yes,no,yes,no,,,,,
881,A Few Good Men,Drama,1992-12-11,7.1,141354048.0,,40000000.0,no,no,no,no,,,,,
4478,Indecent Proposal,Drama,1993-04-07,5.8,,,38000000.0,no,no,no,no,,,,,
2109,Rush Hour,"Action, Comedy, Crime, Thriller",1998-09-18,6.8,244386864.0,,33000000.0,yes,no,no,no,,,,,
24746,Six-String Samurai,"Action, Adventure, Science Fiction",1998-09-18,5.8,,,2000000.0,yes,no,no,no,,,,,
8195,Ronin,"Action, Thriller, Crime, Adventure",1998-09-25,6.8,,,55000000.0,yes,yes,yes,yes,,,,,
9877,Urban Legend,"Horror, Thriller",1998-09-25,5.6,72527595.0,,14000000.0,yes,yes,yes,yes,,,,,
24016,The Sheltering Sky,"Adventure, Drama, Romance",1990-10-24,6.4,,,25000000.0,yes,yes,no,yes,,,,,
1091,The Thing,"Horror, Mystery, Science Fiction",1982-06-25,7.8,31505287.0,,15000000.0,yes,yes,yes,no,,,,,
10403,The Player,"Comedy, Drama",1992-04-03,6.9,,,8000000.0,yes,no,yes,no,,,,,
162,Edward Scissorhands,"Fantasy, Drama, Romance",1990-12-05,7.5,56363185.0,,20000000.0,yes,no,no,no,,,,,
12159,What Dreams May Come,"Drama, Fantasy, Romance",1998-10-02,6.8,,,85000000.0,yes,no,no,yes,,,,,
10156,History of the World: Part I,Comedy,1981-06-12,6.5,,,11000000.0,no,yes,yes,no,,,,,
10377,My Cousin Vinny,"Comedy, Drama",1992-03-13,7.3,,,11000000.0,yes,no,yes,no,,,,,
4437,2010,"Thriller, Science Fiction",1984-12-06,6.6,,,28000000.0,yes,yes,no,no,,,,,
1955,The Elephant Man,"Drama, History",1980-10-02,7.9,26011470.0,,5000000.0,yes,no,no,yes,,,,,
6435,Practical Magic,"Drama, Fantasy, Comedy",1998-10-16,6.3,46733898.0,,75000000.0,yes,no,yes,no,,,,,
10683,Happiness,"Comedy, Drama",1998-10-16,7.4,2982321.0,,3000000.0,yes,yes,yes,no,,,,,
9425,Soldier,"Action, War, Science Fiction",1998-10-23,6.1,,,75000000.0,yes,no,yes,no,,,,,
20701,Tales from the Darkside: The Movie,"Thriller, Comedy, Fantasy, Horror",1990-05-03,5.8,,6.2,3500000.0,yes,no,yes,no,United States,1990,93,0.0,1.0
73,American History X,Drama,1998-10-30,8.2,23875127.0,,20000000.0,no,no,yes,no,,,,,
46889,Living Out Loud,"Comedy, Drama, Romance",1998-10-30,5.4,15610299.0,,12000000.0,yes,no,yes,no,,,,,
3033,Gods and Monsters,Drama,1998-01-21,6.8,,,10000000.0,no,yes,yes,yes,,,,,
9882,The Siege,"Drama, Action, Thriller, Crime",1998-11-06,6.1,116672912.0,,70000000.0,yes,yes,yes,no,,,,,
10663,The Waterboy,Comedy,1998-11-06,5.9,185991646.0,,23000000.0,no,no,no,no,,,,,
4518,Elizabeth,"Drama, History",1998-09-13,7.2,82150642.0,,30000000.0,yes,yes,yes,no,,,,,
3600,I Still Know What You Did Last Summer,"Horror, Mystery, Thriller",1998-11-13,5.1,,,65000000.0,yes,no,yes,no,,,,,
297,Meet Joe Black,"Fantasy, Drama, Mystery",1998-11-12,6.9,142940100.0,,90000000.0,yes,no,yes,no,,,,,
11893,Runaway Train,"Action, Thriller",1985-11-15,7.0,,,9000000.0,yes,no,yes,yes,,,,,
14924,Sid & Nancy,"Drama, Music, Romance",1986-11-07,7.0,,,4000000.0,yes,no,yes,no,,,,,
9798,Enemy of the State,"Action, Drama, Thriller",1998-11-20,6.7,250849789.0,,90000000.0,yes,no,yes,no,,,,,
9487,A Bug's Life,"Adventure, Animation, Comedy, Family",1998-11-25,6.8,363258859.0,,120000000.0,yes,no,yes,no,,,,,
244,King Kong,"Action, Adventure, Drama, Horror",1933-04-07,7.7,556906378.0,,672000.0,yes,no,no,no,,,,,
10730,King Kong,"Adventure, Drama",1976-09-08,5.9,556906378.0,,23000000.0,yes,no,yes,no,,,,,
8130,Desperately Seeking Susan,Comedy,1985-03-29,6.0,,,5000000.0,no,no,no,no,,,,,
9749,Fletch,"Comedy, Crime, Mystery",1985-05-31,6.8,,,8000000.0,yes,no,no,no,,,,,
14628,Fletch Lives,"Comedy, Crime, Mystery",1989-03-17,5.8,,,8045760.0,yes,no,yes,no,,,,,
10466,The Money Pit,"Comedy, Romance",1986-03-15,6.2,,,10000000.0,yes,no,yes,no,,,,,
707,A View to a Kill,"Adventure, Action, Thriller",1985-05-24,6.0,50328158.0,,30000000.0,yes,no,no,yes,,,,,
9336,Police Academy,"Comedy, Crime",1984-03-22,6.5,,,4500000.0,yes,no,yes,no,,,,,
9447,Babe: Pig in the City,"Adventure, Comedy, Drama, Family, Fantasy",1998-11-25,5.3,69131860.0,,90000000.0,yes,no,no,no,,,,,
10029,Very Bad Things,"Comedy, Crime, Thriller",1998-09-11,6.2,,,30000000.0,yes,no,yes,no,,,,,
11252,Psycho,"Horror, Mystery, Thriller",1998-12-04,4.8,37170655.0,,60000000.0,yes,no,yes,no,,,,,
200,Star Trek: Insurrection,"Science Fiction, Action, Adventure, Thriller",1998-12-10,6.3,112587658.0,,70000000.0,yes,no,no,no,,,,,
9837,The Prince of Egypt,"Adventure, Animation, Drama, Family, Music",1998-12-15,6.9,218613188.0,,70000000.0,yes,yes,yes,no,,,,,
11545,Rushmore,"Comedy, Drama",1998-09-17,7.5,,,9000000.0,yes,yes,no,no,,,,,
1934,Shakespeare in Love,"Romance, History",1998-12-11,6.8,289317794.0,,25000000.0,yes,no,yes,no,,,,,
13764,Santa Claus: The Movie,"Family, Fantasy, Adventure, Science Fiction, Comedy",1985-10-29,6.1,,,50000000.0,yes,no,yes,no,,,,,
1369,Rambo: First Blood Part II,"Action, Adventure, Thriller, War",1985-05-21,6.3,,,44000000.0,yes,yes,yes,no,,,,,
1368,First Blood,"Action, Adventure, Thriller, War",1982-10-22,7.2,,,15000000.0,yes,no,no,no,,,,,
1370,Rambo III,"Action, Adventure, Thriller, War",1988-05-24,5.7,,,63000000.0,yes,yes,yes,no,,,,,
10303,The Jewel of the Nile,"Action, Adventure, Comedy, Romance",1985-12-04,6.0,,,25000000.0,yes,yes,yes,no,,,,,
9326,Romancing the Stone,"Action, Adventure, Comedy, Romance",1984-03-30,6.6,76572547.0,,10000000.0,yes,yes,yes,yes,,,,,
11285,Cocoon: The Return,"Comedy, Drama, Science Fiction",1988-09-13,5.4,,,17500000.0,yes,no,yes,no,,,,,
1367,Rocky II,Drama,1979-06-15,6.9,,,7000000.0,no,no,no,no,,,,,
1371,Rocky III,Drama,1982-05-28,6.6,,,17000000.0,no,no,no,no,,,,,
1374,Rocky IV,Drama,1985-11-21,6.6,127891353.0,,31000000.0,no,no,no,no,,,,,
1375,Rocky V,Drama,1990-10-18,5.3,,,42000000.0,no,no,no,no,,,,,
15196,Clue,"Comedy, Thriller, Crime, Mystery",1985-12-13,7.1,,,15000000.0,yes,yes,yes,no,,,,,
1885,The Karate Kid,Drama,1984-06-22,6.9,359126022.0,,8000000.0,no,no,yes,no,,,,,
5825,National Lampoon's Christmas Vacation,Comedy,1989-12-01,7.1,71321010.0,,27000000.0,no,no,yes,no,,,,,
9489,You've Got Mail,"Comedy, Romance",1998-12-17,6.3,250821495.0,,65000000.0,yes,no,no,no,,,,,
8741,The Thin Red Line,"Drama, History, War",1998-12-25,7.2,39873298.0,,52000000.0,yes,yes,yes,yes,,,,,
9276,The Faculty,"Horror, Mystery, Science Fiction",1998-12-25,6.2,,,15000000.0,yes,no,yes,no,,,,,
10312,Patch Adams,"Comedy, Drama",1998-12-25,7.0,202292902.0,,50000000.0,yes,no,yes,no,,,,,
9422,A Civil Action,Drama,1998-03-05,6.1,,,70000000.0,no,no,yes,no,,,,,
10368,Tea with Mussolini,"Comedy, Drama, War",1999-03-25,5.8,,,12000000.0,yes,yes,yes,yes,,,,,
31662,Affliction,Drama,1997-08-28,5.8,,,6000000.0,no,no,no,no,,,,,
825,Playing by Heart,Drama,1998-12-30,6.6,,,20000000.0,no,no,yes,no,,,,,
9423,Virus,"Horror, Action, Science Fiction",1999-01-14,5.0,30652005.0,,75000000.0,yes,yes,yes,yes,,,,,
10658,Howard the Duck,"Comedy, Fantasy, Science Fiction",1986-08-01,5.1,,,37000000.0,yes,yes,yes,no,,,,,
11815,The Fly,"Drama, Horror, Science Fiction",1958-07-16,6.9,40460371.0,,700000.0,yes,yes,no,no,,,,,
9426,The Fly,"Horror, Science Fiction",1986-08-15,7.1,40460371.0,,15000000.0,yes,no,yes,yes,,,,,
16337,The Texas Chainsaw Massacre 2,Horror,1986-08-22,5.8,,,4700000.0,no,no,no,no,,,,,
192,The Name of the Rose,"Drama, Thriller, Mystery",1986-09-24,7.2,,,20000000.0,yes,yes,yes,yes,,,,,
10013,Peggy Sue Got Married,"Comedy, Drama, Fantasy, Romance",1986-10-05,5.9,,,18000000.0,yes,no,yes,no,,,,,
9671,Crocodile Dundee,"Adventure, Comedy",1986-09-26,6.3,,,5000000.0,yes,no,yes,no,,,,,
11873,The Color of Money,Drama,1986-10-07,6.7,,,13800000.0,no,yes,yes,no,,,,,
10015,Heartbreak Ridge,"Action, Comedy, Drama, War",1986-12-15,6.5,,,15000000.0,yes,yes,yes,no,,,,,
10314,She's All That,"Comedy, Romance",1999-01-29,5.7,103166989.0,,10000000.0,yes,no,yes,no,,,,,
11167,Peeping Tom,"Horror, Thriller",1960-04-06,7.6,,,150000.0,yes,no,yes,no,,,,,
2112,Payback,"Drama, Action, Thriller, Crime",1999-02-05,6.7,161626121.0,,90000000.0,yes,no,yes,no,,,,,
16172,Simply Irresistible,Comedy,1999-02-05,5.5,,,6000000.0,no,yes,yes,no,,,,,
11622,Blast from the Past,"Comedy, Romance",1999-02-12,6.3,40263020.0,,35000000.0,yes,yes,yes,no,,,,,
10207,Message in a Bottle,"Romance, Drama",1999-02-22,5.9,118880016.0,,80000000.0,yes,no,yes,no,,,,,
9849,My Favorite Martian,"Comedy, Drama, Family, Science Fiction",1999-02-11,5.1,,,65000000.0,yes,yes,no,no,,,,,
15256,200 Cigarettes,"Comedy, Drama, Romance",1999-02-26,6.1,,,6000000.0,yes,no,no,no,,,,,
8224,8MM,"Thriller, Crime, Mystery",1999-02-26,6.1,96618699.0,,40000000.0,yes,no,yes,no,,,,,
8913,Pet Sematary,"Drama, Horror",1989-04-21,6.4,113118226.0,,11500000.0,yes,no,no,no,,,,,
10906,Pet Sematary II,Horror,1992-08-28,5.0,,,8000000.0,no,no,yes,no,,,,,
10671,Airport,"Action, Drama, Thriller",1970-03-05,6.2,,,10000000.0,yes,yes,yes,no,,,,,
27932,Airport 1975,"Action, Adventure, Drama, Thriller",1974-10-18,5.5,,,3000000.0,yes,yes,no,no,,,,,
7227,Airport '77,"Action, Adventure, Drama, Thriller",1977-03-11,5.8,,,6000000.0,yes,yes,no,no,,,,,
5919,The Towering Inferno,"Action, Thriller",1974-12-14,7.1,,,14000000.0,yes,no,yes,no,,,,,
10803,Logan's Run,"Adventure, Action, Romance, Science Fiction",1976-06-23,6.6,,,9000000.0,yes,no,no,no,,,,,
871,Planet of the Apes,"Science Fiction, Adventure, Drama, Action",1968-02-07,7.5,362211740.0,,5800000.0,yes,no,yes,no,,,,,
1685,Beneath the Planet of the Apes,"Adventure, Science Fiction, Mystery",1970-05-01,6.2,,,3000000.0,yes,no,yes,no,,,,,
1705,Battle for the Planet of the Apes,"Action, Science Fiction",1973-06-15,5.5,,,1700000.0,yes,no,yes,no,,,,,
1687,Escape from the Planet of the Apes,"Action, Science Fiction",1971-05-20,6.3,,,2500000.0,yes,no,yes,no,,,,,
11123,Earthquake,"Action, Drama, Thriller",1974-11-15,5.6,,,7000000.0,yes,no,yes,no,,,,,
9535,Analyze This,"Comedy, Crime",1999-03-05,6.4,176885658.0,,80000000.0,yes,no,yes,yes,,,,,
9455,The Corruptor,"Action, Crime, Mystery, Thriller",1999-03-12,6.1,24493601.0,,25000000.0,yes,yes,yes,no,,,,,
796,Cruel Intentions,"Drama, Romance, Thriller",1999-03-05,6.6,75902208.0,,10500000.0,yes,yes,yes,no,,,,,
100,"Lock, Stock and Two Smoking Barrels","Comedy, Crime",1998-03-05,7.5,,,1350000.0,yes,no,yes,no,,,,,
30943,The Deep End of the Ocean,"Drama, Mystery",1999-03-12,6.0,28121100.0,,38000000.0,yes,no,yes,no,,,,,
7341,The Rage: Carrie 2,"Horror, Thriller, Science Fiction",1999-03-11,5.1,,,21000000.0,yes,no,yes,no,,,,,
9540,Dead Ringers,"Drama, Horror, Thriller",1988-09-23,7.0,8038722.0,,13000000.0,yes,no,yes,yes,,,,,
1641,Forces of Nature,"Romance, Comedy",1999-03-12,5.1,93900680.0,,75000000.0,yes,no,yes,no,,,,,
16520,The King and I,"Drama, Music, Romance",1956-06-29,7.3,,,4550000.0,yes,yes,no,no,,,,,
603,The Matrix,"Action, Science Fiction",1999-03-30,7.9,463517383.0,,63000000.0,yes,no,yes,yes,,,,,
4951,10 Things I Hate About You,"Comedy, Romance, Drama",1999-03-30,7.3,53478166.0,,16000000.0,yes,yes,yes,no,,,,,
8970,The Out-of-Towners,Comedy,1999-04-02,5.1,,,75000000.0,no,no,yes,no,,,,,
9430,Go,"Crime, Comedy, Thriller",1999-04-09,7.0,28451622.0,,6500000.0,yes,no,no,no,,,,,
11355,Never Been Kissed,"Romance, Comedy, Drama",1999-04-09,5.8,84565230.0,,25000000.0,yes,no,yes,no,,,,,
9465,Cookie's Fortune,"Comedy, Drama, Thriller",1999-01-22,6.2,,,10000000.0,yes,no,yes,no,,,,,
6522,Life,"Comedy, Crime",1999-04-16,6.4,100541806.0,,80000000.0,yes,no,yes,no,,,,,
1946,eXistenZ,"Action, Thriller, Science Fiction, Horror",1999-04-14,6.7,,,15000000.0,yes,no,yes,yes,,,,,
1844,Entrapment,"Romance, Drama, Mystery",1999-04-29,6.0,212404396.0,,66000000.0,yes,no,yes,yes,,,,,
6552,Idle Hands,"Thriller, Comedy, Horror",1999-04-30,6.1,4152523.0,,25000000.0,yes,no,yes,no,,,,,
3309,Mildred Pierce,"Crime, Drama",1945-09-24,7.4,,,1453000.0,yes,yes,no,no,,,,,
18462,Night of the Comet,"Comedy, Horror, Science Fiction",1984-11-16,6.1,,,3000000.0,yes,no,yes,no,,,,,
8592,Dick Tracy,"Adventure, Action, Comedy, Thriller, Crime",1990-06-15,5.9,,,47000000.0,yes,no,no,no,,,,,
564,The Mummy,"Adventure, Action, Fantasy",1999-04-16,6.6,409231607.0,,80000000.0,yes,yes,yes,no,,,,,
4927,Edge of Seventeen,"Comedy, Drama, Romance",1998-05-14,5.7,,,1500000.0,yes,no,no,no,,,,,
1893,Star Wars: Episode I - The Phantom Menace,"Adventure, Action, Science Fiction",1999-05-19,6.4,924305084.0,,115000000.0,yes,no,no,no,,,,,
1924,Superman,"Action, Adventure, Fantasy, Science Fiction",1978-12-13,6.9,134220479.0,,55000000.0,yes,no,yes,yes,,,,,
8536,Superman II,"Action, Adventure, Fantasy, Science Fiction",1980-12-04,6.5,216385706.0,,54000000.0,yes,no,yes,yes,,,,,
